binding URI,file URL,msID,shelfmark,collection,binding,condition,decoNote,binding contemporary,binding not after,binding not before,binding height,binding height max,binding height min,binding width,binding width max,binding width min,binding depth,binding depth max,binding depth min,binding unit
MS_Canon_Liturg_392_binding_1,manuscript_3072,MS_Canon_Liturg_392,MS. Canon. Liturg. 392,Canon Liturg,"15th century, early, (as MS.): wood boards; brown leather, tooled on each cover with blind lines and stamps in near-ropework frames, around a decorative gilt centrepiece built up with a repeated concave-lozenge stamp; spine cross-hatched with blind double lines, no title; traces of two strap-and-pin fastenings with leather straps running from fore-edge of front board to large pins near centre of back, all lost; edges plain. Spine repaired, 20th century, Bodleian. (book closed). Claimed as probably the earliest known example of a European binding with gold tooling (under Islamic influence).Italian 236–237168–170c. 69–70",,,,1425,1400,236–237,237,236,168–170,170,168,c. 69–70,70,69,mm
MS_Canon_Liturg_393_binding_1,manuscript_3073,MS_Canon_Liturg_393,MS. Canon. Liturg. 393,Canon Liturg,"Soranzo’s binding: parchment over pasteboard; small stiff flaps on the fore-edges of covers. ‘393’ written in black ink on spine. Brown leather label on spine, framed with gilt arabesque decorations, with gilt lettering ‘PSALT. SEU BREV || AD USUM GALLIC. || ET VITA CHRISTI || DELINEATA || COD. MEMB.’. Sewn on four cords. Pastedowns and fly-leaves of paper with brown, blue and yellow floral designs (carta bassanese). Fragment of a printed text used under upper pastedown.",,,,1750,1700,,,,,,,,,,
MS_Canon_Liturg_395_binding_1,manuscript_3074,MS_Canon_Liturg_395,MS. Canon. Liturg. 395,Canon Liturg,"15th century, early, Dalmatian coast? (as MS., made for Trogir Cathedral): wood boards, rounded bevel and corners; rough dark-brown leather, undecorated; two damaged strap-and-pin fastenings with thick leather straps (probably replacements, the lower with remains of a metal tip), running from front cover fore-edge to double pins at back; traces of a label-holder with eight nails at lower right of front board; edges plain (distorted by fire/water, and discoloured); front paste-down is a Missal fragment, 14th century, Italian-style script.Damaged through heavy and prolonged use, into the 18th century when the textblock was massively repaired; rebacked and edges restored with leather, later 19th century, Bodleian. (book closed). c. 410270c. 125–130",,,,1500,1400,410,410,410,270,270,270,c. 125–130,130,125,mm
MS_Canon_Liturg_49_binding_1,manuscript_3094,MS_Canon_Liturg_49,MS. Canon. Liturg. 49,Canon Liturg,"16th century, : thin wood boards; polished dark red leather of fine quality, gilt-tooled with lines, stamps, and Latin mottoes in capitals from Song of Songs 2.5, ‘Fulcite me floribus …’ (front) and 2.2, ‘Sicut lilium inter spinas …’ (back), each ending with monogrammed letters ‘[.S.] MAF . ND.’; gilt oval centrepieces, the one at the back painted with a chequered pattern (armorial?); gilt edges; spine with gilt lines and a single tool in each panel; two clasps, one strap surviving, of matching leather tooled with gilt lines. Rebacked, original spine re-laid, 20th century, Bodleian. (book closed).Italian 169–170115c. 45",,,,1600,1500,169–170,170,169,115,115,115,45,45,45,mm
MS_Canon_Liturg_55_binding_1,manuscript_3096,MS_Canon_Liturg_55,MS. Canon. Liturg. 55,Canon Liturg,"16th century, ?: pasteboards; brown leather, tooled with blind and gilt lines and an all-over design of gilt interlaced ribbon-work; at the centre of each cover, gilt letters ‘I B’; spine with gilt lines and a small gilt pattern at the centre of each panel, no title or label; no traces of clasps or ties; edges gilt, gauffered. Rebacked in lighter leather, 20th century, Bodleian, original spine re-laid. (book closed).French 158–159105–107c. 40",,,,1600,1500,158–159,159,158,105–107,107,105,40,40,40,mm
MS_Canon_Liturg_63_binding_1,manuscript_3101,MS_Canon_Liturg_63,MS. Canon. Liturg. 63,Canon Liturg,"16th century, late, or 17th century, ?: pasteboards; dark brown polished leather, tooled with blind and gilt lines, a gilt frame and corner-pieces, and gilt centrepieces of the Crucified Christ (front) or Virgin and Child (back), each amidst gilt stars; spine with blind and gilt lines and a gilt stamp; remains of two clasps with (lost) straps of similar gilt leather; edges gilt, gauffered (worn). Sewn on five double cords (medieval sewing?). Top of spine repaired with new leather, 20th century?, Bodleian. (book closed).Italian 147–150c. 100c. 45–8",,,,1700,1575,147–150,150,147,100,100,100,c. 45–8,48,45,mm
MS_Canon_Liturg_72_binding_3,manuscript_3103,MS_Canon_Liturg_72,MS. Canon. Liturg. 72,Canon Liturg,"18th century, : further paste-downs (pasted over the purple) and flyleaves of fine ‘Dutch gilt paper’, block-printed in gold on a green ground with floral and interlace patterns including birds, vases, etc., added in Italy probably after the removal of the metalwork.Italian",,,,1800,1700,174–175,175,174,121,121,121,c. 42–44,44,42,mm
MS_Canon_Liturg_72_binding_2,manuscript_3103,MS_Canon_Liturg_72,MS. Canon. Liturg. 72,Canon Liturg,"15th century, (as MS.?): paste-downs and flyleaves of purple parchment, presumably inherited from the original binding.Italian",,,,1500,1400,174–175,175,174,121,121,121,c. 42–44,44,42,mm
MS_Canon_Liturg_72_binding_1,manuscript_3103,MS_Canon_Liturg_72,MS. Canon. Liturg. 72,Canon Liturg,"17th century ?, : pasteboards?; red velvet (spine very worn), plain, possibly overlying an earlier decorated cover; impress-marks on the fabric of each cover from two semi-circular filigree clasp-fittings and four circular bosses, all removed; edges gilt, gauffered. (book closed).Italian 174–175121c. 42–44",,,,1700,1600,174–175,175,174,121,121,121,c. 42–44,44,42,mm
MS_Canon_Liturg_75_binding_2,manuscript_3104,MS_Canon_Liturg_75,MS. Canon. Liturg. 75,Canon Liturg,"Edges gilt, gauffered (very worn), probably inherited from a previous binding along with the present front paste-down which bears an inscription dated 1500.",,,,1510,1490,192,192,192,135–138,138,135,48,48,48,mm
MS_Canon_Liturg_75_binding_1,manuscript_3104,MS_Canon_Liturg_75,MS. Canon. Liturg. 75,Canon Liturg,"16th century, late, or 17th century, or : pasteboards; light brown leather, tooled all in gilt with double lines forming a panel on each cover with floral corner-pieces, around a central wreath of thick, small leaves in an upright oval; spine also gilt (damaged); traces of two sets of brown fabric ties, lost. (book closed).FrenchItalian 192135–138c. 48",,,,1700,1575,192,192,192,135–138,138,135,48,48,48,mm
MS_Canon_Liturg_8_binding_2,manuscript_3106,MS_Canon_Liturg_8,MS. Canon. Liturg. 8,Canon Liturg,"18th century, , , for Jacopo Soranzo: paste-downs and flyleaves of carta bassanese, added after removal of the metal fittings. (book closed).ItalianVenice 13598c. 47",,,,1800,1700,135,135,135,98,98,98,47,47,47,mm
MS_Canon_Liturg_8_binding_1,manuscript_3106,MS_Canon_Liturg_8,MS. Canon. Liturg. 8,Canon Liturg,"16th century or 17th century?, : wood boards; red velvet, badly worn; traces of lost metal corner-pieces, centrepieces and scalloped borders, possibly a frame for a girdle binding (cf. MS. Canon. Liturg. 237, same provenance); edges gilt, gauffered, after trimming.Italian",,,,1700,1500,135,135,135,98,98,98,47,47,47,mm
MS_Canon_Liturg_9_binding_1,manuscript_3108,MS_Canon_Liturg_9,MS. Canon. Liturg. 9,Canon Liturg,"16th century, (as MS., made for a Benedictine nun): wood boards; dark red leather, decorated with blind and gilt multiple lines, small gilt stamps, and gilt centrepieces (‘IHS’ with cross, 3 nails and crown of thorns, in a double oval); remnants of two clasps with surviving scallop-shell shaped brass catch-plates and lost brown-leather straps; gilt gauffered edges. Rebacked, later 19th century, for Bodleian (stamped ‘LEVERS’), with fragment of original spine preserved at inside front cover. (book closed).Italian 140–14193c. 40",,,,1600,1500,140–141,141,140,93,93,93,40,40,40,mm
MS_Canon_Liturg_91_binding_1,manuscript_3109,MS_Canon_Liturg_91,MS. Canon. Liturg. 91,Canon Liturg,"16th century, late, or 17th century, or ?: thin wood boards; red leather, gilt-tooled with lines, floral rolls and stamps to form elaborate frames for sunburst centrepieces of the Crucified Christ (front) or Virgin and Child (back); spine similarly elaborate but without title or label; traces of two small clasps at fore-edge, all fittings removed; edges gilt, but no clear signs of gauffering. (book closed).FrenchItalian 212155c. 40",,,,1700,1575,212,212,212,155,155,155,40,40,40,mm
MS_Canon_Liturg_99_binding_1,manuscript_3113,MS_Canon_Liturg_99,MS. Canon. Liturg. 99,Canon Liturg,"16th century?, ?, perhaps not the original binding since the edges are trimmed too close to and badly cropping the major illuminations: wood boards with inside bevel. Re-covered with new red velvet, late 19th or 20th century, Bodleian; the earlier plain red velvet covering and worn spine are preserved inside, showing traces of two lost fore-edge clasps (filigree?). Edges gilt, with possible faint traces of gauffering; paste-downs and endleaves of coarse, 16th-century paper. (book closed).French 216c. 135–6c. 45",,,,1600,1500,216,216,216,c. 135–6,136,135,45,45,45,mm
MS_Canon_Misc_104_binding_1,manuscript_3121,MS_Canon_Misc_104,MS. Canon. Misc. 104,Canon Misc,"15th century, end, or early 16th century, : wood boards with cushion bevel; reddish-brown leather (delaminating), blind-tooled with strong lines and a curved-leaf stamp to form a frame around a panel with diamond shapes; spine cross-hatched; traces of a single clasp at centre fore-edge, with a lost strap of brownish leather. (book closed).Italian 172–175120–121c. 30",,,,1525,1475,172–175,175,172,120–121,121,120,30,30,30,mm
MS_Canon_Misc_105_binding_1,manuscript_3122,MS_Canon_Misc_105,MS. Canon. Misc. 105,Canon Misc,"15th century or earlier (? by the time of the volume’s purchase in 1403, see fol. 1r), ?: wood boards, outside corners rounded; brown leather, tooled with blind lines to form diamond shapes linking the bosses; rows of 3+[3]+3 star-shaped bosses on each cover, with single central clasp; strap of thick natural-coloured textile (a replacement ?), with metal catch fixing to a large embossed catch-plate; endleaves of palimpsest parchment including erased plainchant, 12th century. Spine enhanced or replaced, with gilt decoration and a gilt red-leather title-label, 18th century, , all re-laid onto a reback of 1945, Bodleian. (book closed).ItalianItalian 170–172125c. 26–30",,,,1500,1400,170–172,172,170,125,125,125,c. 26–30,30,26,mm
MS_Canon_Misc_117_binding_1,manuscript_3135,MS_Canon_Misc_117,MS. Canon. Misc. 117,Canon Misc,"Quarter-leather and marbled paper over pasteboards, a standard lower-quality style of the Canonici collection.",,,,1800,1700,,,,,,,,,,
MS_Canon_Misc_123_binding_1,manuscript_3140,MS_Canon_Misc_123,MS. Canon. Misc. 123,Canon Misc,"15th century, 3rd quarter, (as MS.): wood boards; polished brown leather, blind-tooled with triple lines, strapwork and dots; spine cross-hatched with triple lines; remains of three clasps with red textile straps (lost) and square brass catch-plates; edges plain, ink title added at lower edge. Minor repairs, 18th century, , and later. (book closed).ItalianItalian 209–210140–143c. 25",,,,1475,1450,209–210,210,209,140–143,143,140,25,25,25,mm
MS_Canon_Misc_131_binding_1,manuscript_3147,MS_Canon_Misc_131,MS. Canon. Misc. 131,Canon Misc,"Red leather over boards, with narrow gilt tooling around the edge of each cover; 18th century, Italian.",,,,1800,1700,,,,,,,,,,
MS_Canon_Misc_138_binding_1,manuscript_3154,MS_Canon_Misc_138,MS. Canon. Misc. 138,Canon Misc,"15th century, (as MS.): wood boards, cut flush with textblock; dark brown leather, blind-tooled with triple lines and strapwork, spine plain; traces of two fore-edge clasps with thick brown leather straps and trefoil-shaped catch-plates, all lost; edges plain. Later damage to spine and to leather of front cover. (book closed).Italian 213–214143–145c. 15",,,,1500,1400,213–214,214,213,143–145,145,143,15,15,15,mm
MS_Canon_Misc_176_binding_1,manuscript_3193,MS_Canon_Misc_176,MS. Canon. Misc. 176,Canon Misc,"A composite binding, with part of an early wrapper preserved inside the 18th-century binding:15th century, by or before 1451, , ?: fol. 76, a thick parchment leaf now serving an end flyleaf, was very likely the lower cover of a medieval wrapper – the top, fore-edge and bottom edges with any folds now trimmed away, but retaining a vertical fold from a former spine-edge. Positioned at what might have been approx. the centre of this outside back cover, fol. 76v, is an inscription in neat humanistic capitals, ‘.FORT.RED.’ ( ‘Fortuna redux’ or ‘Fortunae reduci’), a standard classical motto for Fortune bringing a happy return. Fol. 76r has a note by Bernardo Bembo with date recording the book’s purchase for three gold ducats on 18 Dec. 1450/51. (thickness of text-block without covers).ItalianVenice 279–80c. 215c. 16–18",,,,1500,1451,279–80 289–90,280 290,279 289,215 221–5,215 225,215 221,c. 16–18 c. 24–26,18 26,16 24,mm mm
MS_Canon_Misc_176_binding_2,manuscript_3193,MS_Canon_Misc_176,MS. Canon. Misc. 176,Canon Misc,"(current binding) 18th century, , , a standard style of Jacopo Soranzo’s collection: pasteboards; parchment, here without turn-in flaps; covers undecorated; two gilt red-leather title-labels on spine; no ties or clasps; edges plain, discoloured; paste-downs and flyleaves of carta bassanese, designed with a background grid or trellis of broad red horizontal lines, overlaid with a bold pattern of flowers and large acanthus-like leaves in blue, red and ochre-yellow. (book closed).ItalianVenice 289–90221–5c. 24–26",,,,1800,1700,279–80 289–90,280 290,279 289,215 221–5,215 225,215 221,c. 16–18 c. 24–26,18 26,16 24,mm mm
