file URL,msID,shelfmark,collection,part,part type,summary,deco description,type,locus,from,to,date,when,notAfter,notBefore,calendar,scribe name(s),scribe code(s),signer name(s),signer code(s),artist name(s),artist code(s),patron name(s),patron code(s),dedicatee name(s),dedicatee code(s),former owner name(s),former owner code(s),donor name(s),donor code(s),other person name(s),other person code(s),artist name(s),artist code(s),other org name(s),other org code(s),placeName(s),place code(s),bibl(s),ref(s),ref URI(s)
manuscript_2077,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_60,,,"Former treasure binding ( , with containing a reliquary), described in the inscriptions on fol. 136v, 137r (see Watson, Swarzenski). celatura in auro. argento. et lapidibus tabulum maiestatis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2077,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_60,,,"Important Canon Tables, fols 1v-5r.",canonTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2078,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_61,,,"Important historiated and other initials. Miniature (drawing), fol. 106r and historiated initial, fol. 138v, added, 13th century (?). Textual additions of 14th century. ( ii. 18, pl. II) Pächt and Alexander",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2078,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_61,,,A later drawing of the Last Supper is on fol. 106.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2078,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_61,,,"Capitals coloured with brush strokes, many large initials; a full-page initial at the opening of the Exultet (fol. 115v).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2079,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_62-part1,,"iii. 573, pl. LVIII ('By two hands, the second from fol. 18'):Pächt and Alexander","Fine miniatures (partly painted, partly tinted drawings).",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2079,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_62-part1,,"iii. 573, pl. LVIII ('By two hands, the second from fol. 18'):Pächt and Alexander",Fine initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2079,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_62-part1,,"iii. 573, pl. LVIII ('By two hands, the second from fol. 18'):Pächt and Alexander","Fine fleuronnée borders, initials.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2079,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_62-part2,,,"Fleuronnée initials, penwork grotesques.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2080,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_63,,,"Decoration Good initials. Humanistic script. ( ii. 216, pl. XIX) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2081,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_64,,,Decoration Good initials. ( i. 517) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2082,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_7,,,Decoration Good initials. ( ii. 71) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2083,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_70,,"i. 631, pl. XLVIII:Pächt and Alexander",Fine miniatures.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2083,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_70,,"i. 631, pl. XLVIII:Pächt and Alexander",Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2083,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_70,,"i. 631, pl. XLVIII:Pächt and Alexander","Fine diagrams, some with figures. The diagrams copy an earlier model.",diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2083,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_70,,"i. 631, pl. XLVIII:Pächt and Alexander",Fine initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2085,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_72,,,Decoration Good initials. ( i. 104) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2089,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_76,,,3-line initial at psalm 3 and 2-line plain red initials (often partially oxidized to a metallic appearance) at the beginning of other psalms.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2089,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_76,,,"Large initials decorated with coiled tendrils at the beginning of other books and prologues (fols. 38r, 66v, 97r, 98r, 121v, 125r, 151v, 154r, 162r, 163v, 165r).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2089,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_76,,,"10-line historiated initial Q, with an eagle holding a book and a dragon forming the tail of Q, at 1 John (fol. 123r).",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2089,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_76,,,"15-line Beatus-initial, decorated with a grape vine and a figure of a young man in a short tunic, holding a basket of grapes (fol. 1v).",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2089,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_76,,,9-line initial decorated with coiled tendrils at the beginning of prologues (fol. 1r); 7- or 8-line similar initials at psalms 51 (fol. 10v) and 101 (19r).,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2089,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_76,,,"Rubrics in red ink, capitals highlighted in red in the New Testament.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2089,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_76,,,Full-page canon tables with coloured columns and busts of Christ and the evangelists.,canonTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2089,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_76,,,"12- to 19-line initials in two different styles, with full-length figures of the evangelists and apostles at the beginning of Mark (Mark, blessing, with the nimbed head of his symbol, fol. 54v), John (John, pointing to the text, with the head of his symbol, fol. 85r), James (fol. 117r), 1 Peter (fol. 119v), Jude (fol. 125v), Romans (fol. 128v), 1 Corinthians (fol. 136v), 2 Corinthians (fol. 144r), Galatians (fol. 149r), Colossians (fol. 155v), 1 Thessalonians (fol. 157v), 2 Thessalonians (fol. 159r), 1 Timothy (fol. 160r), Philemon (depicting the Conversion of Saul, fol. 164v), and the Apocalypse (fol. 169r); many defaced (rubbed and retouched in ink).",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2090,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_77,,"ii. 103, pl. X:Pächt and Alexander",Fine other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2090,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_77,,"ii. 103, pl. X:Pächt and Alexander",Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2091,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_78,,,Good initials. ( iii. 1320) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2092,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_79,,,Other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2092,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_79,,,"Seven leaves with good border and initials added in Italy, . 1300, fols. 182r-188v. ( i. 523) c Pächt and Alexander",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2092,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_79,,,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2093,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_8,,,Penwork borders. Initials. ( ii. 70) Pächt and Alexander,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2094,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_80,,,Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2094,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_80,,,"Other initials. ( ii. 84, pl. VII) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2096,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_82,,,Decoration Initials. ( ii. 75) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2097,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_83,,i. 563 ('French. Script and minor initials are Italian.'):Pächt and Alexander,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2097,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_83,,i. 563 ('French. Script and minor initials are Italian.'):Pächt and Alexander,Good other initials,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2099,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_85,,,"3-line plain red and blue initials at the beginnings of psalms 68 (fol. 25r), 80 (fol. 34r), 97 (fol. 42v) and the beginning of the litany (fol. 76v).",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2099,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_85,,,"Rubrics in red ink, some in capitals; some rubrics are not filled in (e.g. fols. 5r, 51v–52v).",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2099,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_85,,,Guide-letters for illuminators and rubricators are often visible.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2099,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_85,,,"2-line plain alternating red and blue initials at the beginnings of psalms, hymns, canticles and prayers.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2099,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_85,,,4-line plain red and blue initials at the beginnings of psalms 52 (fol. 17v) and 109 (fol. 51r). The opening words of psalms are written in capitals.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2099,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_85,,,1-line plain alternating red and blue initials at the beginnings of periods and verses.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2102,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_88,,,"Fine historiated initial of . 1300, Bolognese style, added on fol. 119r. The original decoration is French in style. Quires I-XI and XX are of Italian parchment and quires XII-XIX of French parchment. ( ii. 106) c Pächt and Alexander",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2103,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_89,,,Decoration Fine initials. ( ii. 52a) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2105,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_90,,,"Fine and decorative initials. ( i. 471, pl. XXXVIII) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2106,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_91,,,Rubrics and paragraph marks in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2106,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_91,,,1-line capitals highlighted in red at the beginnings of verses and periods.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2106,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_91-fol1,fragment,,Red 3-line initial and rubric ‘h.eth’ at the start of verse 33; red 1-line initials at the beginning of verses.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2106,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_91,,,"Two initials copying Romanesque style, yellow, outlined in red, with pink scrolls on red and blue background: a nearly full-page P (fol. 2r) and a half-page Beatus-initial (fol. 30r).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2106,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_91,,,"2- to 3-line red initials at the beginnings of psalms, canticles and other texts (guideletters often survive).",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2106,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_91,,,1-line red initials at the beginnings of sections of texts.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2107,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_92,,"i. 564, pl. XLII:Pächt and Alexander",Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2107,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_92,,"i. 564, pl. XLII:Pächt and Alexander",Good borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2107,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_92,,"i. 564, pl. XLII:Pächt and Alexander",Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2108,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_93,,,Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2108,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_93,,,"Other initials (partly mutilated). ( iii. 361, pl. XXXI) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2109,,,Canon Class Lat,MS_Canon_Class_Lat_1,,,Initials. ( ii. 76) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2110,,,Canon Class Lat,MS_Canon_Class_Lat_10,,,"Penwork initial, fol. 1r.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2110,,,Canon Class Lat,MS_Canon_Class_Lat_10,,,"Coloured initials, rubrics.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2111,,,Canon Class Lat,MS_Canon_Class_Lat_100,,,Historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2111,,,Canon Class Lat,MS_Canon_Class_Lat_100,,,Fine border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2111,,,Canon Class Lat,MS_Canon_Class_Lat_100,,,"initial V Profile portrait of the author. full border Interlaced stems, putti, wreath, left blank to be filled with a coat of arms.",decInit,fol. 3v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2112,,,Canon Class Lat,MS_Canon_Class_Lat_101,,,Fine initials (defaced). ( ii. 384) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2113,,,Canon Class Lat,MS_Canon_Class_Lat_102,,,"drawing, right margin Half-figure of a man in red robe and cap pointing to the text (added, 15th century, end (?)).",drawing,fol. 60r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2113,,,Canon Class Lat,MS_Canon_Class_Lat_102,,,Good initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2113,,,Canon Class Lat,MS_Canon_Class_Lat_102,,,"drawing, left margin Half-figure of a man in blue robe pointing to the text; nude prostrate figure (added, 15th century, end (?))",drawing,fol. ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2114,,,Canon Class Lat,MS_Canon_Class_Lat_103,,,miniature Shield with a coat of arms.,decInit,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2118,,,Canon Class Lat,MS_Canon_Class_Lat_108,,,"drawing, lower margin Catchword decorated with profile face.",drawing,fol. 30v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2118,,,Canon Class Lat,MS_Canon_Class_Lat_108,,,"initial S Red initial on blue and gold background, decorated with floral designs and gold disks.",decInit,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2120,,,Canon Class Lat,MS_Canon_Class_Lat_11,,,Rubrics.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2120,,,Canon Class Lat,MS_Canon_Class_Lat_11,,,"initial A: Venus as a young woman in red dress; Cupid blindfolded, holding bow and arrow; another winged putto",histInit,fol. 42r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2120,,,Canon Class Lat,MS_Canon_Class_Lat_11,,,initial T: Germanicus Caesar and Ovid,histInit,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2120,,,Canon Class Lat,MS_Canon_Class_Lat_11,,,initial H: Young man in short tunic.,histInit,fol. 70r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2120,,,Canon Class Lat,MS_Canon_Class_Lat_11,,,Coloured coat of arms.,heraldry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2120,,,Canon Class Lat,,,,Initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2120,,,Canon Class Lat,MS_Canon_Class_Lat_11,,,initial B: Mars (man in armour holding a spear).,histInit,fol. 27v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2120,,,Canon Class Lat,MS_Canon_Class_Lat_11,,,initial I: Janus (head with two profile faces).,histInit,fol. 13r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2121,,,Canon Class Lat,MS_Canon_Class_Lat_110,,,"Fine initial, attributed by C. Huter to . ( ii. 439) Cristoforo Cortese Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2124,,,Canon Class Lat,MS_Canon_Class_Lat_113,,,Good initials. ( ii. 673) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2124,,,Canon Class Lat,MS_Canon_Class_Lat_113,,,Good border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2129,,,Canon Class Lat,MS_Canon_Class_Lat_118,,,Good initial. ( ii. 801) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2132,,,Canon Class Lat,MS_Canon_Class_Lat_120,,,Initial. ( ii. 891) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2133,,,Canon Class Lat,MS_Canon_Class_Lat_121,,,"border, lower margin Laurel wreath with arms of . Stancari of Bologna",heraldry,fol. 2r,,,,,,,,,,,,,,,,,,Stancari of Bologna,person_1415,,,,,,,,,,,,,
manuscript_2135,,,Canon Class Lat,MS_Canon_Class_Lat_123,,,"drawing Half-figure of a young man (?), 16th century (?).",drawing,fol. ii recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2135,,,Canon Class Lat,MS_Canon_Class_Lat_123,,,"border, upper, left and lower margins Interlace; laurel wreath with an erased coat of arms, perhaps azure a bend or (same arms overpainted in MS. Burney 157).",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2135,,,Canon Class Lat,MS_Canon_Class_Lat_123,,,"initial I(munus) 6-line gold initial on purple background, decorated with coiled stem with flowers.",decInit,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2142,,,Canon Class Lat,MS_Canon_Class_Lat_13,,,Good initials. ( ii.504) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2142,,,Canon Class Lat,MS_Canon_Class_Lat_13,,,Rubrics.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2142,,,Canon Class Lat,MS_Canon_Class_Lat_13,,,Coat of arms.,heraldry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2142,,,Canon Class Lat,MS_Canon_Class_Lat_13,,,Illuminated interlace initial.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2142,,,Canon Class Lat,MS_Canon_Class_Lat_13,,,Coloured initials.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2143,,,Canon Class Lat,MS_Canon_Class_Lat_131-part1,,,Spaces left for initials.,unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2144,,,Canon Class Lat,MS_Canon_Class_Lat_132,,,Good initials. ( ii. 41) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2145,,,Canon Class Lat,MS_Canon_Class_Lat_133,,,"Fine initials (faceted capitals). Written in humanistic script with Sanvitesque capitals. ( ii. 620, pl. LX) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2146,,,Canon Class Lat,MS_Canon_Class_Lat_134,,,"Fine initials, in two styles, the second more Milanese. Written in humanistic script for his own use by (Venetian family), fol. 44v. ( ii. 546, pl. L) Giovanni Gradenigo Pächt and Alexander",decInit,,,,,,,,,Giovanni Gradenigo,person_430,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2147,,,Canon Class Lat,MS_Canon_Class_Lat_135-part1,,,Fine border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2147,,,Canon Class Lat,MS_Canon_Class_Lat_135-part1,,,initial D Half-figure of Philippus Tripolitanus (?).,histInit,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2148,,,Canon Class Lat,MS_Canon_Class_Lat_136,,,"Fine initials. Close to the style of . ( ii. 355, pl. XXXIII) Joachinus de Gigantibus Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2148,,,Canon Class Lat,MS_Canon_Class_Lat_136,,,"border, upper, left and lower margin Interlaced stems, birds, deer. At the bottom of the page two putti support a wreath with the coat of arms of the Forteguerri family of Perugia or Pistoia.",border,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2150,,,Canon Class Lat,MS_Canon_Class_Lat_138,,,Good border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2150,,,Canon Class Lat,MS_Canon_Class_Lat_138,,,Good initials (partly defaced). ( ii. 758) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2150,,,Canon Class Lat,MS_Canon_Class_Lat_138,,,"drawing Head-and-shoulders portrait of a crowned woman; face, cross and other partialy deleted sketches.",drawing,fol. 179r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2150,,,Canon Class Lat,MS_Canon_Class_Lat_138,,,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2152,,,Canon Class Lat,MS_Canon_Class_Lat_14,,,"Fine historiated border, fol. 1r: foliage; shield left empty to be filled with a coat of arms; young man in red tunic (badly rubbed).",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2152,,,Canon Class Lat,MS_Canon_Class_Lat_14,,,"Sketch, fol. 64v, 15th century, armed man on horseback",drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2152,,,Canon Class Lat,MS_Canon_Class_Lat_14,,,"fol. 64v, penwork initial with a face of a bearded man.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2152,,,Canon Class Lat,MS_Canon_Class_Lat_14,,,"Fine initial (partly rubbed), fol. 1r: initial H, pink initial on gold background, infilled with a figure of a young woman (Penelope)",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2152,,,Canon Class Lat,MS_Canon_Class_Lat_14,,,( ii. 774) Pächt and Alexander,bibliography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
