metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Gg.4.6",manuscript,,MS-GG-00004-00006,"An inscription, evidently by a medieval hand, but since erased and now illegible on f. 141r.",141r,141r,141r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-LL-00005-00018,"The scribe also employs the corrective methods of insertion and superscription. On f. 6v there is an example of the word ‘white’ being added by means of a circumflex between letters. More commonly, however, the scribe simply superscripts the missing letter over the place of omission (e.g. senato˹r˺es on f. 25r). Due to the scribe’s application of superscription both when correcting and abbreviating words, it is occasionally unclear which task is in action. This is particularly true where only one letter is superscripted when there has been an omission of several letters, as is the case on f. 26r where the scribe writes: ‘dist˹o˺ye’. The word fits best semantically as ‘dist(r)˹o˺ye’, however the superscription does not clearly denote this and is not a common abbreviation notation for ‘ro’. It could thus be equally viewed to serve as an idiosyncratic abbreviation or to fulfil a corrective function. This is particularly so given that two words later ‘torment’ is represented as ‘to˹r˺ment’ where one or both functions are in operation simultaneously. In this instance, the word is not shortened in terms of the number of letters that appear if the superscript ‘r’ is viewed as an abbreviation, it does however abbreviate in the sense that it condenses the physical length of the word on the page.",f. 6v; f. 25r; f. 26r,6v 25r 26r,6v 25r 26r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Dd.12.23",manuscript,,MS-DD-00012-00023,Additions to the margins by another post-medieval hand on ff. 2r and 4r.,2r; 4r,2r 4r,2r 4r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Mm.6.17",manuscript-composite,,MS-MM-00006-00017,Collation formula by the hand of H.L. Pink on the inside of the rear cover).,inside of the rear cover,"rear cover, inner","rear cover, inner",,,,,,,,,H.L. Pink,person_v29141885,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Ii.4.6",manuscript-composite,,MS-II-00004-00006,"Notes towards an alphabetical index, on 17th-century paper endleaves (ff. 313-328) and a 16th-century parchment endleaf (f. 312r) at the back of the manuscript, probably added and begun by (c. 1593-1653), University Librarian 1629-53, but containing additions by numerous other hands of the 17th and possibly 18th centuries.Wheelocke, Abraham, 1593-1653 Abraham Wheelocke",313-328; 312r,313r 312r,328v 312r,,,,,,,,,"Wheelocke, Abraham, 1593-1653; Abraham Wheelocke",,,,,
_addition_3,manuscript_1,,,MS Gg.6.42,manuscript-composite,,MS-GG-00006-00042,"Gothic semihybrida annotations, ff. 82v (?), 214r (?), 215r, 217r.",82v; 214r; 215r; 217r,82v 214r 215r 217r,82v 214r 215r 217r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Add. 5368",manuscript,,MS-ADD-05368,The present shelfmark 'Add. 5368' in ink on 1r added after 15 May 1913.,1r,1r,1r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-KK-00005-00016,"Numerous interlinear glosses, principally expanding or providing continental equivalents of the Insular abbreviations in the text, added by a continental scribe.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Ff.6.53",manuscript,,MS-FF-00006-00053,"A collation formula by the hand of H.L. Pink, c. 1958 ([b] recto).",[b] recto,[b] recto,[b] recto,,,,,,,,,H.L. Pink,person_v29141885,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Ff.1.23",manuscript,,MS-FF-00001-00023,The red ink on ff. 5v-11r has faded in places and been retouched.,5v-11r,5v,11r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Ii.2.12",manuscript,,MS-II-00002-00012,"Notes on the loss of leaves at various points in the volume (ff. 4r, 136v and f. 167v) by , University Librarian 1867-1886. Henry Bradshaw Bradshaw, Henry, 1831-1886",4r; 136v; 167v,4r 136v 167v,4r 136v 167v,,,,,,,,,"Henry Bradshaw; Bradshaw, Henry, 1831-1886",,,,,
_addition_3,manuscript_1,,,,manuscript,,,"Noted antiphons inserted into the lower margins of several leaves: ff. 12r (now largely erased), 74r, 115r.",12r; 74r; 115r,12r 74r 115r,12r 74r 115r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-II-00001-00033,"Annotation in Latin, partly trimmed, datable to the 13th/14th century in the top margin of f. 29r: [Hoc uolumen] continet multam copiam sermonum in anglico. | non appreciatum propter ydioma incognitum.",29r,29r,29r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Ii.6.43",manuscript-composite,,MS-II-00006-00043,"Collation formula by the hand of , on the inside of the H.L. Pinkinside of the rear cover.",inside of the rear cover,"rear cover, inner","rear cover, inner",,,,,,,,,H.L. Pink;,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-GG-00004-00018,"Marginal annotations by a late 15th- / early 16th-century reader (ff. 20v, 33v). See Summary for further discussion.",20v; 33v,20v 33v,20v 33v,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Add. 4085",manuscript,,MS-ADD-04085,"Antiphons added to the margins thoughout, by a 17th-century French hand.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Ee.5.22",manuscript,,MS-EE-00005-00022,On folio 378v: a partially illegible note at the bottom of the leaf which includes the names 'John Goldwell' and 'Johannes Jacob'.,378v,378v,378v,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00028,"Note on the author of the text, its scope, incipit, title and structure, and the title, scope and incipit of the second part of the text on f. 2v, by . The incipit quoted for the second part of the text is the opening of the 'short' recension of the Batman, Stephen, -1584 Stephen Batman (c. 1542-1584) Polychronicon of . Both this and a note appended to the colophon to the text (f. Higden, Ranulf, -1364 Ranulph Higden (d. 1364) 260v) refer to the (mistaken) identification of the second part of the text in John Bale, . Further notes by Batman on f. Scriptorum illustrium maioris Brytannie (2nd ed., 1557-59), p. 4303r, recording Parker's name, the date '1574' and the number of pages in the volume ('516'), added presumably just prior to the manuscript's donation to the University Library in that year.",2v; 260v; 3r,2v 260v 3r,2v 260v 3r,,,,,,,,,"Batman, Stephen, -1584; Stephen Batman (c. 1542-1584); Higden, Ranulf, -1364; Ranulph Higden (d. 1364)",,"John Bale, Scriptorum illustrium maioris Brytannie (2nd ed., 1557-59), p. 430",Polychronicon,p. 430,http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&res_id=xri:eebo&rft_id=xri:eebo:image:177597:230
_addition_3,manuscript_1,,,,manuscript-composite,,MS-KK-00003-00018,"Modern bifolium signatures on the recto of the first leaf of each quire only (a-m), and '+' on the recto of the leaf of the second half of each quire, written in pencil by , University Librarian 1867-1886. Henry BradshawBradshaw, Henry, 1831-1886",,,,,,,,,,,,"Henry Bradshaw; Bradshaw, Henry, 1831-1886",,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-EE-00004-00024,"A note on the ownership of the manuscript by Sir Thomas Knyvett and John Moore on f. [i] recto, by the hand of , Assistant Under-Librarian.Charles Sayle (1864-1924)Sayle, Charles, 1864-1924",[i] recto,[i] recto,[i] recto,,,,,,,,,"Charles Sayle (1864-1924); Sayle, Charles, 1864-1924",,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Dd.13.3",manuscript,,MS-DD-00013-00003,"Four static page markers, comprising pieces of parchment adhered to the fore-edge of the leaves, coinciding with the opening of Books Two-Five.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-FF-00004-00042,The shelfmarks 395 and Ff.4.42 are added on the front inner board in ink.,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Dd.3.52",manuscript,,MS-DD-00003-00052,"Quire numbers '1'-'29' (for what are now quires 2-30) on the right lower corners of the first rectos of quires by the hand of , H.L. PinkPink, H. L.c. 1958.",,,,,,,,,,,,"H.L. Pink; Pink, H. L.",,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Ff.3.9",manuscript,,MS-FF-00003-00009,"Scattered annotations in pencil by a 17th-century hand, perhaps that of (see, for example, ff. Wheelocke, Abraham, 1593-1653 Abraham Wheelocke 12r, 13r, 14v-18r, 19v and elsewhere, throughout the manuscript).",12r; 13r; 14v-18r; 19v,12r 13r 14v 19v,12r 13r 18r 19v,,,,,,,,,"Wheelocke, Abraham, 1593-1653; Abraham Wheelocke",,,,,
_addition_3,manuscript_1,,,MS Gg.5.35,manuscript,,MS-GG-00005-000035,"Folios ii* verso-iii recto: Table of contents, written by a 17th-century hand.",ii* verso-iii recto,ii* verso,iii recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-II-00006-00002,"Numerous additions by various identified and unidentified hands of the 15th and 16th centuries, comprising prayers, charms, family records and other matter. These have been catalogued as part of the contents of the manuscript. See Contents and Provenance for further details.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,,"Collation formula by the hand of (H.L. Pink Pink, H. L.rear pastedown). From Quire 5 onwards, and continuing a sequence begun by an earlier, probably 19th-century hand, Pink also added quire numbers to the lower right-hand corner of the recto side of the first leaf of each quire, and '+' in the same location to the first leaf of the second half of each quire. Pink also made notes throughout the manuscript, in locations where he judged leaves to be missing (see, for example, the upper margins of ff. 3r, 17v, 26v etc).",rear pastedown; 3r; 17v; 26v,"rear cover, inner 3r 17v 26v","rear cover, inner 3r 17v 26v",,,,,,,,,"H.L. Pink; Pink, H. L.",,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Kk.1.6",manuscript-composite,,MS-KK-00001-00006,Table of contents add by an unidentified 18th-century hand to the former front pastedown (preserved in part on the inside upper cover).,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Dd.4.24",manuscript,,MS-DD-00004-00024,Quire signatures a-i written in pencil in the lower right-hand corner of the recto side of the first leaf in each quire by 19th-/20th-century hands.,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Dd.15.15",manuscript-composite,,MS-DD-00015-00015,"Inscriptions in plummet, 'Muta fiant labia dolosa' (Psalm 30:19) (f. 201v) and 'Memento finis' (f. 88v), by a hand of perhaps the 14th century.",201v; 88v,201v 88v,201v 88v,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Hh.6.13",manuscript-composite,,MS-HH-00006-00013,"Collation formula written in pencil on f. [ii] verso, by the hand of .H.L. PinkPink, H. L.",[ii] verso,[ii] verso,[ii] verso,,,,,,,,,"H.L. Pink; Pink, H. L.",,,,,
_addition_3,manuscript_1,,,"Cambridge, University Library, MS Gg.6.3",manuscript,,MS-GG-00006-00003,Quire numbers in pencil added to the lower right hand corners of the first rectos of quires (no longer followed).,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS R.14.51",manuscript,,MS-TRINITY-COLLEGE-R-00014-00051,"Notes about missing lines and leaves have been added by pencil in the lower and upper margins of pages (see ff. 33v, 34v-35r).",33v; 34v-35r,33v 34v,33v 35r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS O.3.11",manuscript,,MS-TRINITY-COLLEGE-O-00003-00011,Title inscription for the manuscript's contents (Customs of London) in a 17th-century hand on f. [a] recto.,[a] recto,[a] recto,[a] recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",manuscript-composite,,MS-TRINITY-COLLEGE-O-00001-00057,An unfinished table of contents in a (?) 17th-century script on f. 2:1r: De flebotomia and De Coloribus.,2:1r,1:1r,1:1r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS R.14.32",manuscript-composite,,MS-TRINITY-COLLEGE-R-00014-00032,Quire numbers in Roman numerals written in pencil in the outer lower corners of the first rectos of quires by a modern hand.,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS O.8.35",manuscript,,MS-TRINITY-COLLEGE-O-00008-00035,Quire numbers (in Arabic numerals) added in pencil by a modern hand to the lower right-hand corners of the first rectos of quires.,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS R.3.20",manuscript,,MS-TRINITY-COLLEGE-R-00003-00020,A title inscription in a 16th-century hand on p. [ix]: Lydgati opera quedam Anglie.,[ix],[ix],[ix],,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS R.14.29",part,,,Various added medical recipes and notes to the margins in 14th-16th century hands throughout.,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS O.8.31",part,,,Folio iii recto bears a Trinity College bookplate fixed to the leaf with an adhesive.,iii recto,iii recto,iii recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS O.1.77",manuscript,,MS-TRINITY-COLLEGE-O-00001-00077,"A name in ink on f. i recto in a 16th century hand, the first name 'John' easily legible, the second name partially erased, but readable as 'Brownin' (for ?Browning) under UV, perhaps the name of a former owner. A number 'xxii' below, perhaps in the same hand.",i recto,i recto,i recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS O.9.37",manuscript,,MS-TRINITY-COLLEGE-O-00009-00037,17th-century enumeration of medical sections written in brown ink in the upper outer corners of both the rectos and versos of leaves between f 36r and f. 91v.,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS O.1.13",manuscript-composite,,MS-TRINITY-COLLEGE-O-00001-00013,"Folio [a] recto features a 17th-century table of contents for the entire manuscript, highlighting names that feature in different parts: Nathaniel Chierlo, Dr Stevens water, and Thomas Bradley.",[a] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS VI.18.2",manuscript,,MS-TRINITY-COLLEGE-VI-00018-00002,"[1] An (?) 18th-century title inscription on f. [ii] recto: The Sayings of the Philosophers translated out of Latin into French by Messire Jehan de Teonville Provost of Parys (vide Pref:) and from thence into English by Antonie Earl of Ryvyers, lord of Scales printed by William Caxton at Westminster A:D: 1477.",[ii] recto,[ii] recto,[ii] recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Trinity College, MS O.2.21",part,,,Partial notes towards a list of the contents of the volume on f. 1r in ink in an early modern hand as follows: 'Secreta Hip : Signa morbis : Physiognomia'.,1r,1r,1r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, King's College, MS 16",manuscript-composite,,MS-KINGS-COLLEGE-00016,A late 16th-century or early 17th-century hand has added a prognostic to f. [vii] recto: 'yff the ☾ goeth slowly that is yf he be 3 dayes in a sign then the gref shall be grevouse / Yff yt be quick .1. 2 dayes then the sick shall be ease'.,[vii] recto,[vii] recto,[vii] recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Corpus Christi College, MS 416",manuscript,,MS-CCCC-00416,"Unidentified pressmark at the top of f. i recto, 'F. 6.' in ink in the upper margin above the medical recipe and next to the word 'Amularius'.",i recto,i recto,i recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,The former classmark 'G.4' in ink (the William Stanley Catalogus number for this volume) on folio ii recto.,ii recto,ii recto,ii recto,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Corpus Christi College, MS 412",part,,,"An erased signature with a decorative flourish on f. viii recto. This signature also appears in simplified form on f. 77v, it is not possible to derive a name in either case.",viii recto; 77v,viii recto 77v,viii recto 77v,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Corpus Christi College, MS 61",manuscript,,MS-CCCC-00061,A title inscription has been added by a 15th-century hand to f. i verso: Thys ys the Booke of Troilus and Criseyde.,i verso,i verso,i verso,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,"Cambridge, Corpus Christi College, MS 335",part,,,,,,,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-DD-00002-00011,There is a fragment of lute tablature at the bottom right corner of fol. 102r which is not in Holmes' hand.,102r,102r,102r,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-ADD-08844,An erased note in the left hand margin of fol. 3v reads To his assured ffrend Wm T Trumball.,3v,3v,3v,,,,,,,,,,,,,,
_addition_3,manuscript_1,,,,manuscript,,MS-ADD-03389,"A pencil note on the second paper flyleaf (fol. bv) reads: Exhibited at the Loan Exhibition of ancient musical instruments &c. by the Worshipful Company of Musicians, Fishmongers' Hall, London July 1904.",bv,b_V,b_V,,,,,,,,,,,,,,
