metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
_binding_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599","Fully bound in blind-stamped calf over wood boards with matching decoration to left and right covers. Covers are each decorated with two concentric triple-fillet frames with Oxford corners, the outer frame set at the perimeter of the boards, and the inner frame offset by c. 30mm from the perimeter of the boards. The space inside the inner frame is further subdivided into three horizontal sections, the upper and lower sections filled with matching decorative motifs achieved with a zoomorphic panel stamp of pairs of squirrels, dragons, eagles and ?vulning ?pelicans set in round frames, and the central section filled with closely set repetitions of a small square stamp of two birds with necks entwined. ; On the left cover, an early modern hand has written a description of the volume very faintly in dark ink and now mostly faded: Liber [...] medicamendum cum alijs [...] ; On the right cover there is a fenestra with original horn layer and metal tacks; the handwritten label bears the title of one of the works in the volume 'Cure magistri poncii' (referring to the Curae of Pontius de Sancto Aegido on ff. 114r-140r). ; The overall design of the binding is similar to Flemish and then English bindings of the last quarter of the 15th century and the first quarter of the 16th century. As with most other finely cut decorative binding tools in use in England at this time, the zoomorphic panel stamp of four pairs of animals set in round frames was probably engraved in Flanders, and it may have been used there for a time before being imported into England. G. D. Hobson identified two other volumes that bear this stamp on their bindings: - California, Huntingdon Library, 59497 - A copy of the Nova statuta angliae printed by in London in 1484. An image of the binding can be viewed at Willem van Mechelen (William de Machlinia) Mechelen, Willem van, f. 1480 The Scott Husby Database at Princeton University Library, no. 177611 - Bruges, Bruges Seminary, MS 003/164 - A late 13th or early 14th century bible, rebound in the late 15th or early 16th century. A digital facsimile of the manuscript and its binding can be viewed as part of the Mmmonk project here: Bruges, Bruges Seminary, MS 003/164; The manuscript has had a conservative recasing - the original stamped leather covers were lifted and new leather covers were wrapped around the wood boards, before the remains of the original leather covers were replaced on top of the new leather covers. Three raised bands on spine. Head and tail bands, if present, are capped by the replacement cover. The portion of the original leather covers over the back (i.e., the spine) of the volume is gone. The imprint of the original metal fittings for the fastening, probably a hook-and-catch clasp, is visible on the right cover, the original portion of the left cover at the site of the fastening has been torn away and the board underneath has a shallow irregular depression. ; Two small printed paper labels affixed to the spine '599' in red and '379' in black indicating the current Gonville and Caius shelfmark. ; See: Hobson, Blind-stamped panels in the English book-trade, c. 1485-1555 (1944), p. 10, fn. 1, and pl. 3b Oldham, Blind panels of English binders (1958), p. 18 and pl. AN. 21",,,,,1475,1550,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 200/106",14th- or 15th-century binding of alum-tawed leather with the remnants of a clasp. Rebacked.; Binding height: 200 mm width: 145 depth: 40 mm.,,,,,1300,1500,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 97/49","A 19th-century binding, fully bound in calf over mill-board with matching decoration in blind to left and right covers. Covers are each decorated with two concentric triple-fillet frames, the outer frame set at the perimeter of the boards, and the inner frame inset by 20 mm. Each corner of the inner frame is joined to the nearest corner of the outer frame with a triple fillet. Decorative archaded fleur-de-lis roll applied in blind to cover material over the head, fore, and tail edges of the boards. ; Five raised bands on the spine. Spine compartments are decorated along their upper and lower perimeters with a triple fillet. Title label applied in black leather with the title Viaticus et morbis de alia tooled in gold. Two small printed paper labels affixed to spine 49 and 97. Brown and white head and tail bands. ; Paper pastedowns.",,,,,1800,1900,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 328/715","(?) Original red leather over wooden boards, with two indents on the upper and lower covers for clasps (now missing, but part of the catch-piece of the upper clasp on the rear cover remains); re-backed with brown leather and two paper pastedowns with Gonville and Caius shelfmark numbers printed in red ('715') and black ('328') ink.; A 17th-century title inscription on the front cover reads: Summa confessorum vel Summa de Casibus Conscientiae; The inside covers feature paper pastedowns with printed text in a vertical orientation. The two pastedowns have been made from a single page ('108') from a chapter (De privilegiis ex etcessi priuilegia) from an edition of Dominicus de Sancto Geminiano [Domenico da San Gimignano] (d. 1424)'s Lectura super sexto Decretalium (e.g. see ). Lectura sup sexto libro decretalium cum apostillis clarissimorum virorum Bernardini ex capitaneis de Landriano Joanis quoque de gradibus et postremo Celsi Hugo [...] (Piston, 1520), p. 268",,,,,1300,1400,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 147/197",18th- or 19th-century panelled brown leather binding with two triple-blind tooled frames.; Binding height: 255 mm; width: 185 mm; depth: 25 mm.,,,,,1700,1900,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 51","Fully bound in leather over paste- or mill-boards with matching decoration in blind to left and right covers. Covers are decorated at their perimeters with a narrow double-fillet frame, and directly inside that frame, an arcaded roll, with each arcade enclosing a fleur-de-lis. ; Three raised bands on spine. Spine is almost completely capped at head and tail, head and tail bands mostly covered, only a single line of stitching in a cream-brown yarn visible. Spine compartments except the one with the title label are decorated with a geometric roll of overlapping ovals and diamonds. Leather title label on spine with decorative gold fillets at its upper and lower perimeter and a title 'HILDEBERT: ET ALII M.S.' tooled in gold. Small printed paper label '51' fixed to the spine with an adhesive.; Cover material over the head, fore, and tail edges of the boards decorated with a hatched roll. ; Modern parchment bifolia at each end of the volume used for the pastedowns and the outermost flyleaves (ff. [a] and [b]).",,,,,1700,1800,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 85","20th-century red brown leather over wooden boards, 5 raised bands on spine, and blank modern paper leaves pasted on the inside covers. ; Binding height: 245mm; width: 165mm; depth: 65mm.",,,,,1900,2000,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 58",19th-century brown leather with a blind-tooled and blind-stamped frame consisting of rows of fleurs-de-lys under arches; blind-stamped interlace motifs on the spine with three raised bands and a piece of red leather gold-stamped with the title: OFFICIUM B. MARIÆ VIRGINIS - M.S.,,,,,1800,1900,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, Newnham College, MS 4","18th-century reversed brown calf over boards, triple-filetted blind-tooled borders on the front and rear covers; the spine has five raised bands with blind-stamped motifs flanked by blind-tooled triple-filets, and a red leather label with a gold-stamped inscription: MSS.; A paper card that is kept with the manuscript contains a printed formula for books that are rebound with funding from the Newnham Associates. This card has been filled in to state that the manuscript was 'rebound' - referring to the production of the dark blue storage box in which the manuscript currently lives - in 2004 in memory of Lady Hamilton (Jenkins) who matriculated from Newnham College in 1932. An entry for this year in the College Register, kindly provided by Eve Lacey, Librarian of Newnham College Library, identifies her as Winifred Mary Jenkins (1913-2000, NC 1932), daughter of Hammond Beaconsfield Jenkins and Edith Swinburne Dixon.; Binding height: 310mm; width: 190mm; depth: 35mm.",,,,,1700,1800,,,,,,,,,,,,
_binding_2,manuscript_1,,,"Cambridge, Emmanuel College, MS 70","Evidence of two metal clasps belonging to a former binding visible on the parchment endleaves as two sets of rectangular puncture marks visible along the fore edge of the leaf, see esp. f. [ii] verso. The parchment endleaves have traces of adhesive residue consistent with having been used as pastedowns at a previous time, but the parchment leaves must have been free endleaves during the lifetime of , a former owner of the volume, as he was able to write his name on f. Thomas Leigh (d. 1686) Thomas Leigh (d. 1686) [i] recto.",,,,,,1800,,,,,,,,,,,,
_binding_2,manuscript_1,,,"Cambridge, Emmanuel College, MS 66",Evidence of two metal clasps belonging to a former binding visible on f. [i] recto as small green metallic-oxide stains along the fore edge of the leaf.,,,,,,1800,,,,,,,,,,,,
_binding_2,manuscript_1,,,"Cambridge, University Library, MS Ii.3.17","Small puncture at the centre of ff. 160-161, the perimeter of the hole stained green. This damage is typically caused by brass (or other copper-alloy) book furniture such as a staple, boss, or fastening plate. There are no metal features on the present binding and as the damage appears on leaves that would probably not have been endleaves in their original legal manuscript context, it is likely that a previous binding for the entire composite volume included a metal fitting in the centre of the back board.",,,,,,1700,,,,,,,,,,,,
